lemma,saliency rank,saliency score
doubt,442,4.85005410632413
career,443,4.848415513518974
energy,444,4.847827351247635
problem,445,4.833578783936504
human,446,4.8335690786728325
exercise,447,4.829667924812867
leaf,448,4.819892940236484
enjoy,449,4.806039657551667
culture,450,4.788575353166664
direction,451,4.787567665804031
internet,452,4.786429177749543
rifle,453,4.782193088300203
knowledge,454,4.773348321976407
try,455,4.761146439035133
listen,456,4.75778431330107
shopping,457,4.744122124010052
image,458,4.7438495465830375
travel,459,4.740938630995831
attention,460,4.729279431785197
current,461,4.71528414503533
beer,462,4.693922540282579
geography,463,4.690482546136662
plant,464,4.678632918963954
incense,465,4.67796286867591
shirt,466,4.67654651100454
earthquake,467,4.67602517830208
cook,468,4.667631038790101
tea,469,4.667037007573153
penalty,470,4.646975920256578
hat,471,4.64142996409239
character,472,4.612989836331219
damp,473,4.603339754541836
morality,474,4.598064626584047
drama,475,4.594702319780696
fondue,476,4.560241404923787
weight,477,4.546006827534869
spirit,478,4.5451778449399125
shower,479,4.544119385487518
embarrassing,480,4.522805014157195
transparent,481,4.521644854559771
grandma,482,4.520052815047059
tiger,483,4.512793399846911
infinite,484,4.510539974730376
justice,485,4.501035773726121
wife,486,4.499699516231043
mouth,487,4.499601467138542
politician,488,4.487411224231602
touch,489,4.484224806970152
solidarity,490,4.478807983981208
help,491,4.47308570607012
leader,492,4.466675181047935
vision,493,4.461561209614929
write,494,4.453810980032742
murder,495,4.444871277935761
ruler,496,4.439491616349931
flame,497,4.43628879186504
scissor,498,4.436271044743815
cool,499,4.427960716299596
dance,500,4.417260773985525
crucifix,501,4.412366764489372
poverty,502,4.399704268049245
nurse,503,4.392410475199988
equal,504,4.38544920650121
geometry,505,4.367409748139471
financial,506,4.36576515707056
crazy,507,4.365687354817413
literature,508,4.3647245275251905
file,509,4.360652269076428
useful,510,4.352873371607667
public,511,4.352066578832805
exaggerated,512,4.351469330736596
different,513,4.3465419869553354
pornography,514,4.343469992757857
competitive,515,4.335802898124266
fresco,516,4.335718661300217
friendly,517,4.326651673639171
despair,518,4.320620182045867
guide,519,4.31436596390264
drive,520,4.310700266880438
design,521,4.295124580685149
dinner,522,4.291076268635534
thing,523,4.2874306068422445
emotion,524,4.278023787021092
separate,525,4.2710770947876044
village,526,4.270878386668696
wash,527,4.270569407666475
construction,528,4.2667091793566865
panda,529,4.253936930495461
false,530,4.244043239021677
baseball,531,4.240299741929235
knight,532,4.234447200867542
break,533,4.228687307795136
court,534,4.2023614697137806
treatment,535,4.200336115209892
account,536,4.197906398172893
holiday,537,4.197533426145134
newspaper,538,4.196859876805366
cash,539,4.196271886022806
resource,540,4.189185194960314
bless,541,4.182046625064145
transit,542,4.179429236786632
surrender,543,4.174413900667221
blanket,544,4.1707968972735685
teeth,545,4.169769574112326
mission,546,4.159380276780927
space,547,4.156876036839831
landscape,548,4.156832794689531
advance,549,4.155236429915457
acid,550,4.149473374379578
boyfriend,551,4.142862531866663
enthusiasm,552,4.139453201318008
seafood,553,4.1337821715200835
wage,554,4.132465877877907
faculty,555,4.129047643468506
bubble,556,4.127205426978655
military,557,4.122621362845869
university,558,4.113634868763035
mixture,559,4.113497816617631
depressed,560,4.1110877574163585
fitness,561,4.098513479432058
class,562,4.094374561885376
line,563,4.089538063883147
victory,564,4.078466239237923
barbecue,565,4.073400494221115
same,566,4.064118335869072
idea,567,4.05696617135705
can,568,4.055491165659278
classroom,569,4.051499924946514
driver,570,4.049308761693612
guilt,571,4.047775904637839
electric,572,4.044538029590887
solution,573,4.038725704466656
fashion,574,4.038172090684822
management,575,4.016536621885515
pen,576,4.013469332996565
daily,577,3.999627203018618
always,578,3.983727310741113
horizontal,579,3.9730785580236487
romantic,580,3.9684698824669455
hypocrisy,581,3.967209023266501
spicy,582,3.9613721401695265
egg,583,3.9552238013221332
pink,584,3.953234342901202
heal,585,3.9516519966378203
bill,586,3.9265640680055895
farmer,587,3.925489189997637
comfort,588,3.924541784611194
magic,589,3.9141678391521353
search,590,3.9120283292530895
option,591,3.8907226488456326
metal,592,3.883262824137202
self,593,3.8797217905306667
vehicle,594,3.8568717674266693
singer,595,3.8535186593460002
mail,596,3.838891070302627
tension,597,3.8377388254075777
encounter,598,3.8254723116026446
golden,599,3.8108818714609796
collaboration,600,3.800300826610923
act,601,3.7905709780586188
map,602,3.788051892460713
parade,603,3.7879303006024116
purple,604,3.78360834947149
trust,605,3.7827291937385157
speech,606,3.771052171405672
disorder,607,3.7620098833610047
border,608,3.761983404076248
hero,609,3.756888516926421
humidity,610,3.7539864851195572
measure,611,3.746272512332836
square,612,3.741150168764319
above,613,3.737373181548347
salt,614,3.7346499367802815
cafe,615,3.731133329105753
dinosaur,616,3.7247098315821114
action,617,3.7120231952174625
hope,618,3.709360708806914
rabbit,619,3.7064617745042
interesting,620,3.703204888958748
angry,621,3.6996128762247125
allergy,622,3.698843199985518
night,623,3.6984914231101156
fit,624,3.6893807040548774
marry,625,3.6860857468693338
calm,626,3.684231544182057
nutrition,627,3.6804132738025954
sphere,628,3.6753357278577115
spit,629,3.674249968609809
wood,630,3.669237646795386
rubber,631,3.657594660377695
mechanical,632,3.656757531041399
commercial,633,3.6563855720323613
material,634,3.647452296636341
tiny,635,3.6448079568044136
own,636,3.6219750256958005
neighborhood,637,3.6185820528649346
shoot,638,3.6161664343549997
want,639,3.601387721193943
dry,640,3.593687916375
sing,641,3.591444320288298
chocolate,642,3.590141662109395
hungry,643,3.589347054965809
rat,644,3.579567340993896
competition,645,3.579458583239438
separation,646,3.5744560707160575
outside,647,3.5730462568730967
incident,648,3.565808666588395
club,649,3.562798932064787
crash,650,3.558746165834523
rice,651,3.5546162450093544
obligation,652,3.5540515890607614
electricity,653,3.543008987578833
plagiarism,654,3.5332318472859088
content,655,3.5218377451053557
ring,656,3.516185979301094
forbid,657,3.5145294338268522
steal,658,3.507882457875512
agreement,659,3.5067288214254506
complete,660,3.4975086509042557
fair,661,3.491064023676211
mouse,662,3.4890583908305257
win,663,3.4747306096508184
bus,664,3.46182089510086
wild,665,3.4568074863420755
butter,666,3.4534284033762033
short,667,3.4508448061453376
wait,668,3.4449928008703306
thirst,669,3.4386377186056194
part,670,3.4381549756210457
fairness,671,3.432510999502946
transport,672,3.420840696475759
stick,673,3.419081716789205
deception,674,3.417751637231193
future,675,3.4125080116799884
nude,676,3.4100278153992196
roommate,677,3.4094987257749967
straight,678,3.4032232503690585
figure,679,3.402213602680052
western,680,3.400880847181549
swim,681,3.395189916231466
reality,682,3.395094506456028
drawing,683,3.3942019211457275
priest,684,3.392243779318875
cry,685,3.383208498890014
fragile,686,3.3773534534484635
condition,687,3.3758622645137546
seat,688,3.3757468856956576
homeland,689,3.374635328044506
element,690,3.372273611397051
empty,691,3.371356011962126
iron,692,3.3693626901192752
height,693,3.3688819928946705
piano,694,3.366484216533335
modern,695,3.356917245978238
fence,696,3.354689781381995
kitchen,697,3.3526040383392646
virus,698,3.351186043775941
indifference,699,3.3468716430524212
ask,700,3.345092605701544
idol,701,3.3410182401763837
penis,702,3.3288282399864553
toxic,703,3.328633631589792
nose,704,3.3206061134673
objective,705,3.3155517106589483
plan,706,3.3150019831573303
balloon,707,3.310105106092778
beast,708,3.3078073840187994
teach,709,3.298303850358856
lipstick,710,3.2966138741324444
brand,711,3.2950023636102497
save,712,3.2930951119105005
hold,713,3.2834209009004693
load,714,3.280214936218581
scent,715,3.2785531737277536
special,716,3.278452672694172
foreign,717,3.273066541315746
seed,718,3.2696177153414583
radio,719,3.2672140873790023
move,720,3.264353007234374
salad,721,3.259808612572209
surgery,722,3.2470421577140867
angel,723,3.246143970194228
moon,724,3.2456873464966414
singe,725,3.2412135725800924
mature,726,3.233464028513837
key,727,3.226925618987651
effect,728,3.2244581928174645
organ,729,3.2208035145332743
lab,730,3.219527625558288
table,731,3.2192261295543294
bone,732,3.2116738987505067
formula,733,3.2099201427928348
coercion,734,3.2091172017349354
size,735,3.207563762717401
truth,736,3.2065325379106078
mistake,737,3.204887724157394
talent,738,3.204402684039062
soldier,739,3.201477382620755
net,740,3.2010889145653225
noodle,741,3.197932587127161
capacity,742,3.1958861125292657
even,743,3.1943116689722864
grandmother,744,3.1907133682976756
costume,745,3.188590865190995
shake,746,3.1882757932972563
datum,747,3.179610436238443
view,748,3.175169469270625
routine,749,3.170631605978822
dialect,750,3.1683259924179774
stimulate,751,3.1661253704104046
perfume,752,3.1607690663405537
reflection,753,3.1594046321286458
bowl,754,3.157102573818255
choice,755,3.1539086581131888
sword,756,3.1490528837332734
hug,757,3.146981949948744
pathetic,758,3.145719802318216
prince,759,3.14332263489625
sweat,760,3.143034400322185
professional,761,3.1422772994918597
river,762,3.1368003613536724
contradiction,763,3.130477644375552
more,764,3.1222715707843243
hobby,765,3.121811156413882
classical,766,3.1214986342986073
investment,767,3.1144060777469793
brutal,768,3.113221904329083
sheep,769,3.1131219059602504
meal,770,3.107336995841962
pot,771,3.0919621713186354
feudal,772,3.089527891458194
keyboard,773,3.0871878204292926
display,774,3.084225155295078
language,775,3.0810190284940284
father,776,3.0672478502370017
spy,777,3.065867931972371
push,778,3.0623207557075265
blurred,779,3.0524088718765734
decision,780,3.049947106637612
here,781,3.0466477177804103
pope,782,3.041990412743841
debate,783,3.03986406524129
demand,784,3.0358554105970352
silence,785,3.032556596478915
ditto,786,3.029116259941505
often,787,3.029096861678541
attitude,788,3.024225480979829
behavior,789,3.0219470608908305
collective,790,3.018819336997905
core,791,3.0137739361654026
rude,792,3.0127001782444056
cover,793,3.0118757171003905
circle,794,3.0050943708403395
variety,795,3.0039573346822097
northeast,796,3.003663101662691
efficiency,797,2.999219603035301
flu,798,2.996213928284073
smoke,799,2.9953090065816412
stream,800,2.9928975325835383
bible,801,2.991840473019427
obesity,802,2.9897247869633583
send,803,2.974863719106338
pit,804,2.969218225564969
purity,805,2.9685016297406728
gas,806,2.9674232753905465
gate,807,2.959280963737778
passion,808,2.9563673862195192
city,809,2.9560131835972827
snake,810,2.9490297531547203
shock,811,2.9423958577390614
amazing,812,2.9408788407950865
pollution,813,2.9357463399628947
room,814,2.931022874506648
vampire,815,2.9306543237366194
band,816,2.9272995604690264
metro,817,2.9223010238824783
wind,818,2.922028090442919
pillow,819,2.9143349706542914
liquid,820,2.9117119181525837
solid,821,2.9000957983144424
violet,822,2.8998711370537347
disaster,823,2.8979626114441213
mall,824,2.8978438067289005
point,825,2.89073153534072
needle,826,2.8873527951945817
bulb,827,2.8763549143833647
sugar,828,2.8728133033198104
survival,829,2.872517285538268
regime,830,2.8713192142699286
explanation,831,2.871290236680345
audience,832,2.867861892356138
leave,833,2.8660571199338682
fever,834,2.860154914149994
ethnicity,835,2.8588263070078757
rule,836,2.858238638542999
defense,837,2.856614292102794
wing,838,2.8563439232313543
killer,839,2.8557527411630454
answer,840,2.855383892795712
desert,841,2.853836052659109
morning,842,2.8519281528785982
pig,843,2.845935639403192
revolution,844,2.8454826522398076
agriculture,845,2.845165843155926
password,846,2.842775734058459
type,847,2.8422242096914285
battle,848,2.841192925780115
bank,849,2.8410347287592304
cow,850,2.8400326204900126
weak,851,2.839747455066468
opinion,852,2.83216927052494
fill,853,2.830320494476399
winner,854,2.8300242472000776
abroad,855,2.8291619016743557
academic,856,2.829064716258215
bake,857,2.824478601404113
logic,858,2.823478063150599
atmosphere,859,2.823239650080356
capitalism,860,2.819479496262212
lock,861,2.8189474857435277
jacket,862,2.811572528483042
warrior,863,2.8101265908869824
hour,864,2.806577400477418
chopstick,865,2.802816196680925
luxury,866,2.801366043671104
bias,867,2.800756024398292
pop,868,2.800673652433429
parliament,869,2.7987355684451556
easy,870,2.7983924650188188
washer,871,2.7949659543387
royal,872,2.793919320691135
calculation,873,2.7924889633411603
text,874,2.7831379207674094
municipality,875,2.7735233989302372
find,876,2.7734967680433273
television,877,2.772727592270974
exhaustion,878,2.7715173512757323
authority,879,2.7713723460080315
humor,880,2.7668337974130104
floor,881,2.76358409826309
neck,882,2.7626777657380472
funeral,883,2.7616654703671806
wound,884,2.759803396259326
embrace,885,2.7595981324400727
gasoline,886,2.7519349331039873
discipline,887,2.748650201548494
meat,888,2.744803762676388
position,889,2.7381981437302585
song,890,2.7366103630555054
noble,891,2.730266295526249
bamboo,892,2.7267988808120913
fresh,893,2.718316941921434
grandpa,894,2.7166284044254017
analysis,895,2.7141065903843637
lazy,896,2.7113520985542117
entertainment,897,2.7077877301588966
barrier,898,2.7029476992152697
traditional,899,2.698217009943627
privacy,900,2.6975264657425244
comic_strip,901,2.6933988813843355
beat,902,2.691558846223802
soap,903,2.6885970065306006
useless,904,2.6788628077445686
fine,905,2.6782066804115416
glove,906,2.6771364716819654
bite,907,2.6753369499676403
pool,908,2.6751050891829578
communist,909,2.6698437978007226
wallet,910,2.669503345137394
nail,911,2.6677461859979594
suicide,912,2.6676920644329014
criminal,913,2.665765748625485
crisis,914,2.6600427076166175
stamp,915,2.656819598482808
donkey,916,2.65488487092349
manufacture,917,2.654728980841546
pub,918,2.6538947651918896
hide,919,2.649631126493816
roll,920,2.6484091811659605
similarity,921,2.6455011664047428
sour,922,2.6428726951488386
component,923,2.641560222474519
cross,924,2.6331503435775074
creativity,925,2.631791377509691
bloody,926,2.6294443249208435
question,927,2.628166129150365
theory,928,2.6259803321049615
syringe,929,2.622949911109023
feeling,930,2.6222989830284127
discard,931,2.6202525826231087
jungle,932,2.6191441709775565
civilization,933,2.6175303869122644
description,934,2.6173823582886158
production,935,2.614426341861116
impulse,936,2.608036376061433
campus,937,2.6025343761132236
rose,938,2.5963473477408785
humanity,939,2.5935772521177
wheat,940,2.5894458008178414
disadvantage,941,2.588278159497631
contact,942,2.5869663250960517
minister,943,2.583062303902607
diamond,944,2.580367478198652
wisdom,945,2.5769585975047495
castle,946,2.5682545695574306
edge,947,2.562899375761316
gay,948,2.559631707792711
engine,949,2.558975802771056
accounting,950,2.555317898992004
smooth,951,2.5548545783408887
oil,952,2.554002868491906
stove,953,2.551808986655799
knife,954,2.550278513662755
bitter,955,2.5462432719477537
system,956,2.543280667615867
unknown,957,2.532941061060823
refrigerator,958,2.5329162577952937
insurance,959,2.5307900338081044
age,960,2.5302941965394803
cancer,961,2.525913761861105
dish,962,2.5243469692138376
heart,963,2.523751088930994
pregnancy,964,2.521989735584154
total,965,2.5207121105344976
blast,966,2.5194125726486325
mythology,967,2.5177558319671416
mental,968,2.509983359466334
say,969,2.506728468474711
drug,970,2.503246328958641
creation,971,2.501161867471385
gap,972,2.5007707067639293
chair,973,2.499743484997308
pregnant,974,2.4993151785625463
sister,975,2.495489694069602
wire,976,2.495224574990024
pill,977,2.493588693923895
sensitive,978,2.4916163569591863
diver,979,2.4908479037648075
persuade,980,2.4775832252450476
climate,981,2.47465251065159
lawyer,982,2.4718523197755475
lecture,983,2.465818486851525
bun,984,2.4612104815537252
ghost,985,2.4611003780095286
naive,986,2.4591743912913344
deal,987,2.450607035486386
tough,988,2.449849043855893
well,989,2.4491236901227524
firewood,990,2.4423637506797524
whale,991,2.440166224104252
judge,992,2.4380131606785307
pipe,993,2.434085439486889
socialist,994,2.429994527561611
catholic,995,2.4276976942923545
get,996,2.4229116150155274
vomit,997,2.4228634188855596
glow,998,2.4226160333838695
loss,999,2.415478377903322
raft,1000,2.411353858496738
cosmetic,1001,2.4069746976792796
waste,1002,2.4061845963637567
snack,1003,2.405703796827108
sound,1004,2.405578015548584
mother,1005,2.404447528957924
responsible,1006,2.4030954790925874
simple,1007,2.398108602698907
average,1008,2.3873320389764743
mountain,1009,2.3871049160689015
economic,1010,2.3845985917324883
antiquity,1011,2.3832022213061475
athlete,1012,2.3831992044002677
leather,1013,2.3815667416157305
office,1014,2.377566638740995
surround,1015,2.376615399768901
industrial,1016,2.3741865451017814
lamp,1017,2.3741849930579724
shell,1018,2.3712568548377755
prayer,1019,2.371121580133713
vitality,1020,2.369901837231045
grain,1021,2.3674520062799886
currency,1022,2.366200777892832
sexy,1023,2.362474287814271
genius,1024,2.3613307338999467
subject,1025,2.3586721002127815
delicate,1026,2.358383704068772
modeling,1027,2.3573489286880838
record,1028,2.3521124124339137
call,1029,2.3518386272598804
style,1030,2.3451254297342095
champion,1031,2.344847401885775
sleepy,1032,2.3409175728996727
vaccine,1033,2.3386613152991877
illusion,1034,2.3333297961609007
