lemma,language,saliency rank,saliency score
demand,zh,107,7.50212806449718
theme,es,108,7.501901671879549
time,en,109,7.493807768384635
moment,es,110,7.431534019979908
power,es,111,7.414789816611432
micro,zh,112,7.408012828368784
check,en,113,7.375608776416221
use,en,114,7.348772638668764
stay,en,115,7.229275122256914
part,es,116,7.227773777565456
cool,en,117,7.141736529280962
present,es,118,7.127828607299489
company,zh,119,7.0937277349343
enter,es,120,7.071927244142385
gang,zh,121,7.060594688257216
joy,zh,122,7.048835143813831
game,en,123,6.982845066221451
agreement,es,124,6.9809970548538995
again,en,125,6.980624960528083
arrive,es,126,6.976677329556385
want,nl,127,6.96555214578779
result,zh,128,6.9295930931081235
less,es,129,6.920619361545246
wild,nl,130,6.91602243026671
royal,es,131,6.9019124346842275
previous,nl,132,6.888729525538138
clear,es,133,6.833961403373078
reaction,nl,134,6.832149661877566
pressure,nl,135,6.816411316725495
equal,nl,136,6.740054985836463
functionality,zh,137,6.731198869395115
enjoy,nl,138,6.71710900872338
miss,en,139,6.699477336043149
finally,zh,140,6.687045478629499
partially,zh,141,6.6837406590381345
alive,es,142,6.683197333227273
path,es,143,6.634891489647378
university,zh,144,6.5606349519751355
computer,zh,145,6.5400160848957025
world,es,146,6.530664601664835
freedom,zh,147,6.505581032714716
plus,zh,148,6.495900951653904
end,es,149,6.490002040682916
estimate,zh,150,6.4866084057936835
message,nl,151,6.4516854627922635
incident,zh,152,6.400897141612971
win,en,153,6.390427301947657
function,es,154,6.377414346672809
male,zh,155,6.37448142003534
force,es,156,6.358614655346943
wish,en,157,6.357955449637086
technology,zh,158,6.356109384510477
new,nl,159,6.352394756559783
directly,zh,160,6.333519429739567
stop,en,161,6.332866434286283
map,nl,162,6.288177922245428
type,es,163,6.2673636531771235
soon,en,164,6.2363481258754705
thousand,es,165,6.224002406666727
amazing,nl,166,6.215917789459967
course,en,167,6.210843892381621
lose,es,168,6.198622490153889
specie,nl,169,6.1772622662837495
phone,zh,170,6.164069435268198
boss,zh,171,6.13103862876397
raw,zh,172,6.081189882519269
hug,es,173,6.079200808906223
mind,en,174,6.075725330071205
behind,nl,175,6.070848435285248
money,zh,176,6.059648125668939
catch,en,177,6.051172199620248
wonder,en,178,6.037084140170719
ethnicity,zh,179,6.027626287595795
forever,zh,180,5.981769705722759
house,es,181,5.974006108285071
super,nl,182,5.958321598739691
spend,en,183,5.899096389188399
congratulation,nl,184,5.897250998231495
flip,zh,185,5.896696350313707
hear,en,186,5.894120974477695
live,en,187,5.838326482566812
reporter,zh,188,5.823738750733763
leadership,zh,189,5.788449956278682
impact,zh,190,5.740020450538356
representative,zh,191,5.73338412711203
beam,es,192,5.7302308802142345
government,zh,193,5.724350744219214
find,zh,194,5.706516273317667
habit,zh,195,5.697052957030327
basic,zh,196,5.658227017143918
next,nl,197,5.604042293949869
dormitory,zh,198,5.594839721737884
graduate,zh,199,5.566506378494497
favorite,en,200,5.545364558396103
discard,zh,201,5.543556631793279
successful,zh,202,5.54074497517786
see,es,203,5.508158429024566
economy,zh,204,5.505934385582062
follow,en,205,5.505453728716906
description,zh,206,5.467194571227641
know,nl,207,5.459502005398995
beat,en,208,5.457784358578794
position,es,209,5.454007722362481
choice,zh,210,5.450846522529487
regime,zh,211,5.423137105925037
please,zh,212,5.417929898239507
noodle,zh,213,5.403462077074472
decision,zh,214,5.400930451612801
updated,zh,215,5.389899175367089
lord,es,216,5.366685886897536
please,en,217,5.328950172553668
woman,zh,218,5.321697785597001
four,zh,219,5.312310576852017
completely,zh,220,5.311453166771864
thick,nl,221,5.308896730860874
extra,nl,222,5.308280026609522
trip,en,223,5.292551312442998
thing,en,224,5.28690182785216
safe,es,225,5.2635411082571455
village,es,226,5.256763904874947
except,zh,227,5.243410416076082
participate,zh,228,5.224881595467666
solve,zh,229,5.221445511585375
necessity,es,230,5.205788146561092
food,en,231,5.1999159102401
deal,en,232,5.195062177443907
tragedy,zh,233,5.188256147901572
democracy,zh,234,5.1872150681739315
home,zh,235,5.177874855283797
worried,zh,236,5.175932644677183
vacation,nl,237,5.169957425966129
status,zh,238,5.169736287480367
help,en,239,5.1664400475333
long,nl,240,5.158840676703784
doubt,es,241,5.123561504605793
fan,en,242,5.122798505322446
only,zh,243,5.115297373810997
run,en,244,5.103647189747037
handling,zh,245,5.094883163483333
political,zh,246,5.086170188270509
ask,zh,247,5.0836989201119795
clothe,zh,248,5.0809834470373465
free,nl,249,5.07913751328894
severe,zh,250,5.055921286224783
cover,en,251,5.000345446151654
version,zh,252,4.994033870997671
encounter,es,253,4.98928357432567
currently,zh,254,4.988107151584087
hour,nl,255,4.983951317171822
injure,zh,256,4.981863405223882
municipality,nl,257,4.980253775413152
study,es,258,4.972944585974753
exceed,zh,259,4.967160668843647
fear,es,260,4.964483658635471
lonely,zh,261,4.954625127973712
manufacture,zh,262,4.944347106633602
fine,en,263,4.940128141856744
leave,es,264,4.935201305993585
five,zh,265,4.928628695209722
social,zh,266,4.927259728604308
response,es,267,4.916186235883925
desire,nl,268,4.9141376675709605
change,es,269,4.912168800193156
move,en,270,4.905511039184251
sort,en,271,4.898483971573222
marriage,zh,272,4.89758678561319
worthy,zh,273,4.870516188269353
gate,es,274,4.8644462997127444
reality,es,275,4.836847832542563
hold,en,276,4.830050836754547
situation,zh,277,4.817383724692726
noon,zh,278,4.815705773328458
fall,nl,279,4.8035383568378425
effort,zh,280,4.801599173474758
invitation,zh,281,4.797574596104596
garden,nl,282,4.793825046012695
degree,zh,283,4.773887074227016
abroad,zh,284,4.773710588753802
beer,en,285,4.770488318553032
million,es,286,4.763107796452757
welcome,nl,287,4.749587260290347
all,en,288,4.732604036424165
training,nl,289,4.725467037566551
share,en,290,4.724034345872292
automatic,zh,291,4.721158364234409
though,es,292,4.716790942316733
suck,en,293,4.714017010671224
customer,nl,294,4.713805039291564
program,es,295,4.71320007399862
cinema,es,296,4.709120479232634
half,zh,297,4.706177694769811
depressed,zh,298,4.7001154632248445
kiss,es,299,4.691347808259561
always,es,300,4.6897719970906016
speed,zh,301,4.677668967442721
dream,es,302,4.675510464317985
thought,en,303,4.674407316583776
horizontal,zh,304,4.629418299255409
store,en,305,4.6144692064438635
pursuit,zh,306,4.609032847381718
warm,nl,307,4.601374684803279
follower,nl,308,4.597549357134684
hear,nl,309,4.595468401156847
follow,es,310,4.5940706510558185
dense,nl,311,4.584337265233422
release,en,312,4.576492674121511
majority,es,313,4.549959596606192
think,nl,314,4.5481101391386245
terrace,zh,315,4.547969768147129
pope,es,316,4.544217674088911
public,es,317,4.538753016875376
sweet,en,318,4.538194186770408
drip,zh,319,4.535169942364394
baby,en,320,4.531663843311221
attempt,es,321,4.527909761319791
someone,nl,322,4.519006888243409
mail,nl,323,4.514061314428347
work,nl,324,4.503873783712319
mode,es,325,4.494936559658857
straight,zh,326,4.487887742364851
fill,es,327,4.483693320774989
wall,zh,328,4.477686875539651
tray,nl,329,4.47365798907297
meal,zh,330,4.449978345058101
coffee,nl,331,4.444383720117732
rock,en,332,4.439960625166999
doctor,zh,333,4.4357450734665385
stability,zh,334,4.430210131491868
remember,en,335,4.428078925593153
se,zh,336,4.415383255627821
earthquake,zh,337,4.407254059278322
harmony,zh,338,4.40439677099183
hang,nl,339,4.402276182776977
join,en,340,4.391403853382938
happiness,zh,341,4.380066811715277
never,en,342,4.373272681293574
dry,zh,343,4.366974917047872
memory,es,344,4.363784714956782
own,nl,345,4.362557009437341
mile,en,346,4.361719917600315
measure,es,347,4.337108554417348
economic,es,348,4.331321113868327
allow,es,349,4.321920394201239
break,en,350,4.321196593109351
psychological,zh,351,4.309311579339275
cow,zh,352,4.304161142301041
cut,en,353,4.303509273975688
case,es,354,4.303299281176983
side,es,355,4.281386669974858
recommendation,zh,356,4.279864150169752
example,es,357,4.277998071068939
enthusiastic,nl,358,4.27576573675674
suspicion,zh,359,4.274763256281045
cheerful,nl,360,4.273533058225318
battle,nl,361,4.26908301739634
other,nl,362,4.261471380318807
security,es,363,4.249914076966005
ass,en,364,4.246764718031247
mine,en,365,4.243513796706081
principle,es,366,4.238575581130349
drink,zh,367,4.236608265883211
lift,es,368,4.2098217718611775
everyday,zh,369,4.207838788144945
circle,zh,370,4.2050916361040755
hoof,nl,371,4.201284942662322
sky,es,372,4.197201723907353
current,es,373,4.197175496217728
creation,zh,374,4.179596018238378
save,en,375,4.17545970513787
morality,zh,376,4.1746806542424935
forward,en,377,4.171020289116563
perform,es,378,4.168914759826203
ordinary,zh,379,4.165670298944837
thought,nl,380,4.165288332615962
bill,en,381,4.149585137684846
cuisine,zh,382,4.144125155291395
together,zh,383,4.141352062239502
awaken,es,384,4.133756490456464
amazing,en,385,4.11795408351686
case,nl,386,4.114944921360849
relationship,zh,387,4.106983766971754
son,es,388,4.101065722001836
hell,en,389,4.100864401189311
sense,es,390,4.095935828153219
sleep,zh,391,4.093762237147231
top,nl,392,4.090037975069404
blame,es,393,4.087747610999969
bang,nl,394,4.0796763765026895
rare,es,395,4.070219622602178
hate,en,396,4.05444775703532
information,es,397,4.054091045463921
sensitive,zh,398,4.045888681025217
field,es,399,4.044514475517422
history,es,400,4.041493752113824
rhetoric,zh,401,4.032755007996213
seal,zh,402,4.028732093594683
angle,zh,403,4.027937495070069
president,es,404,4.024793232746305
rejection,zh,405,3.987901942314188
poor,es,406,3.987446519728166
regiment,zh,407,3.9844967811937675
football,es,408,3.971913032756918
hope,en,409,3.9653891331678515
then,zh,410,3.963410891490531
race,en,411,3.9609988940252765
television,zh,412,3.956720100026059
necessary,es,413,3.945646893049688
cause,en,414,3.944977310521661
discussion,zh,415,3.9439302556209106
capacity,es,416,3.9426286093394487
wrong,en,417,3.9389438685116085
chief,es,418,3.926223128423435
top,en,419,3.9199330457254136
crowd,zh,420,3.9066476177789267
flower,zh,421,3.895242393678705
other,en,422,3.883270758399587
development,zh,423,3.873549992838976
past,es,424,3.8698158610952773
spirit,zh,425,3.8585202851375393
department,zh,426,3.8572613939637077
answer,zh,427,3.8541917725451302
receive,es,428,3.8487916332209293
tune,en,429,3.84681285741729
ten,zh,430,3.8428905022440762
metro,zh,431,3.8421420219948623
season,en,432,3.828993723266858
annoying,nl,433,3.822605184355004
call,es,434,3.8074155389059285
explanation,zh,435,3.796202941030659
happy,es,436,3.7933357568827555
livestock,es,437,3.7907851275093205
funny,en,438,3.7786925474238515
affection,es,439,3.777720694183083
preparation,nl,440,3.7694493519793273
activity,zh,441,3.7577967530678738
wear,zh,442,3.7559311161167077
life,es,443,3.752883389862588
accompany,es,444,3.7528639255053213
never,es,445,3.746044383071787
wood,zh,446,3.7296136318689848
suffer,es,447,3.722618327903147
story,en,448,3.7209520589236895
molecule,zh,449,3.7020938684244515
colleague,nl,450,3.7010634805679947
shoot,zh,451,3.6930945181515584
arrange,zh,452,3.6873304352100376
thing,es,453,3.685803878856528
level,es,454,3.6855841689488935
idea,nl,455,3.6813454545105557
worker,es,456,3.665334341541859
telecommunication,zh,457,3.6628011082956697
mailbox,zh,458,3.657308746079584
folk,en,459,3.6515613469010724
brown,en,460,3.6494818645368023
modification,zh,461,3.6470297662889917
self,zh,462,3.6451184547929776
cook,en,463,3.642091496522424
appreciate,en,464,3.6394497489239854
climb,es,465,3.637667870965571
street,es,466,3.636847310552454
walk,en,467,3.635628047333555
feel,en,468,3.6332730657622982
family,en,469,3.632639786338555
station,zh,470,3.627298149690145
distinction,zh,471,3.6268814964216842
pile,zh,472,3.624087753406208
ride,en,473,3.623213081003258
lesson,zh,474,3.616117675906809
jealousy,es,475,3.614927078666828
translation,zh,476,3.6137624330120195
brief,es,477,3.6119426797604293
serious,es,478,3.603539826669116
crisis,es,479,3.6035242538531
uncle,es,480,3.6033583805782503
communist,zh,481,3.6014435068562185
personality,zh,482,3.600804368043944
capital,es,483,3.5915814600477947
mouth,zh,484,3.5907789797043845
wait,en,485,3.5804813203465704
honest,nl,486,3.5703546814087286
restore,zh,487,3.5603665207159074
always,nl,488,3.551952628759734
trust,en,489,3.545493737404586
destination,es,490,3.5444354656311097
internet,es,491,3.517758573599343
soul,es,492,3.5095269689133355
wage,zh,493,3.503692975908044
file,zh,494,3.500719701217089
load,es,495,3.499965709613263
culture,zh,496,3.4988910482943836
roommate,es,497,3.4971472693658097
march,nl,498,3.4946942596990693
difficulty,zh,499,3.491804650456692
command,es,500,3.488438626415397
protection,zh,501,3.4852055054344304
bike,nl,502,3.479210584418413
here,en,503,3.47210376169061
defense,es,504,3.471420909127314
main,zh,505,3.468371283000469
legend,zh,506,3.4651250489170793
install,zh,507,3.4627176674113596
spot,en,508,3.4517664823089667
substance,nl,509,3.448937889709409
focus,en,510,3.447741543879416
recognition,zh,511,3.446290089943854
basis,zh,512,3.443838001815391
password,zh,513,3.439375595858998
school,en,514,3.439077998096758
disgusting,zh,515,3.4381017326195384
train,nl,516,3.434831745041782
growth,zh,517,3.4331381679799193
restriction,zh,518,3.4295904069107412
beauty,zh,519,3.4258931649880915
politician,es,520,3.4254528970312244
terror,zh,521,3.423346927540821
journey,es,522,3.4230487937869563
support,en,523,3.422718502681321
kick,en,524,3.421420383566079
die,es,525,3.405739876421946
brain,zh,526,3.404393141202482
police,zh,527,3.4025345112048613
review,en,528,3.391729486865807
different,es,529,3.3874277209058725
propaganda,zh,530,3.380680864412654
advertising,zh,531,3.380605499363838
illusion,es,532,3.3790335361470833
countless,zh,533,3.374671307067056
affair,es,534,3.3734262321737325
comfortable,zh,535,3.365028333206488
defend,es,536,3.3581229875660608
register,zh,537,3.354771985339472
include,en,538,3.3507627600729872
book,en,539,3.3502664351021423
consciousness,zh,540,3.3481728290021877
rest,nl,541,3.3454919151049407
spit,zh,542,3.3441507130731942
notice,en,543,3.3423592311658727
amount,es,544,3.341201977972796
earth,es,545,3.3381453754426254
feeling,zh,546,3.335827505237342
elephant,zh,547,3.334919650265543
objective,es,548,3.329054879948715
maximum,es,549,3.3258155310374327
team,es,550,3.3207327075211808
toilet,zh,551,3.3201101731169396
drive,en,552,3.3140104298512103
disappointment,zh,553,3.3101529826953904
simple,zh,554,3.3081874154714432
ticket,nl,555,3.3051591353433825
origin,es,556,3.304597038302716
khan,zh,557,3.3044125546001757
generate,zh,558,3.3001054564814853
comrade,zh,559,3.2978252325226496
agree,en,560,3.2976847640540514
familiar,zh,561,3.2937223621043024
month,zh,562,3.2935113458397396
like,zh,563,3.2928465729919334
unification,zh,564,3.290915652779309
provide,zh,565,3.28919303898348
accident,zh,566,3.2886224398708332
quasi,zh,567,3.2876343660716105
single,en,568,3.2851117313859213
emotion,zh,569,3.284076216432847
opposition,zh,570,3.2818993413386393
contradiction,zh,571,3.280391212602395
track,en,572,3.2777582903509836
student,zh,573,3.2763689742200133
music,en,574,3.2740743891278083
party,es,575,3.27090282784254
tube,zh,576,3.270093448428729
bubble,zh,577,3.2694989618605788
neighborhood,nl,578,3.266278864839873
year,es,579,3.260711844437609
colleague,zh,580,3.2575887906318783
western,zh,581,3.2518078302816797
chance,zh,582,3.2516389097927063
slope,es,583,3.2484155435401303
champion,es,584,3.247316807735783
behavior,zh,585,3.2470212182819687
absolutely,zh,586,3.2245943168193496
exchange,zh,587,3.224508004047584
website,zh,588,3.224114128088502
child,nl,589,3.2236930623088265
download,zh,590,3.222681605302652
wow,en,591,3.2202973446326655
education,zh,592,3.215136763384158
short,nl,593,3.2135545869737396
slow,zh,594,3.2091703370122486
boring,zh,595,3.2049069650783686
wash,zh,596,3.2043312571578753
front,es,597,3.1943852452925796
defeat,es,598,3.1911559004242775
flow,zh,599,3.1813398896827585
understand,es,600,3.1809746864002437
approve,es,601,3.180587167488866
survival,zh,602,3.1798094525075333
home,en,603,3.179526788739053
avoid,es,604,3.177534502953309
carnival,nl,605,3.1679456147129392
pot,nl,606,3.166359757642782
curse,es,607,3.165495688459375
contact,nl,608,3.164914591931153
nurture,zh,609,3.1641994806384792
scene,zh,610,3.1597723487508955
girl,en,611,3.157352098570108
die,en,612,3.154915326902179
girlfriend,nl,613,3.1533548024723412
user,es,614,3.151275501231607
temporarily,zh,615,3.1507928184027585
hole,nl,616,3.1496626237364826
line,en,617,3.1447360419881485
revolution,zh,618,3.1431322716288737
sun,nl,619,3.1407454437742786
lunch,en,620,3.1394290834865677
occasion,es,621,3.1362845762690092
hunger,es,622,3.1362117946386974
accept,zh,623,3.1359837453166084
bowl,en,624,3.1317011422364085
theory,zh,625,3.1310063926535676
content,zh,626,3.127769840273319
eight,zh,627,3.1251416689135993
tourism,zh,628,3.1206753961763716
debate,nl,629,3.1202911959609336
knife,zh,630,3.1172790304168476
daily,es,631,3.113988829936809
management,zh,632,3.1106681159388576
maid,nl,633,3.108876819810866
destruction,zh,634,3.099312477515564
wave,es,635,3.095614267066321
recommend,zh,636,3.0933473231582895
channel,es,637,3.092726533413578
baseball,en,638,3.088940467918847
rationality,zh,639,3.083912382551975
face,es,640,3.079572132570399
again,nl,641,3.075378064270857
someone,es,642,3.072177266725626
minimum,es,643,3.069384049580356
wife,en,644,3.0683425837026426
happy,en,645,3.062630116849864
subject,nl,646,3.0579371962438207
efficiency,zh,647,3.0565241494485567
prosecutor,es,648,3.052605418045806
personal,zh,649,3.051348869828684
proposal,nl,650,3.048849352911023
hospital,zh,651,3.048572594195567
closet,nl,652,3.047738912008693
feed,en,653,3.0463406298670126
care,en,654,3.0426949294843904
meter,es,655,3.039271077575838
correspond,es,656,3.037575108808452
fried,zh,657,3.0375297263718695
tear,zh,658,3.0349851088931747
fourth,es,659,3.0282123963357526
mix,en,660,3.0266279670750045
roll,en,661,3.02162244252174
remember,es,662,3.0189505512277806
interested,zh,663,3.0185194824303534
false,zh,664,3.015831233007529
datum,es,665,3.011601102649997
machine,zh,666,3.0030288519078634
story,nl,667,2.9954678261087686
read,en,668,2.994771131771947
unemployment,es,669,2.99161553563295
inspiration,nl,670,2.9911396791376856
echo,es,671,2.987471882235079
payment,es,672,2.986921096040204
process,es,673,2.985641258378106
autocracy,zh,674,2.985606437440515
sister,zh,675,2.977650472532538
league,es,676,2.9752471656867767
independent,zh,677,2.974112679457711
reason,zh,678,2.9740832395505503
voice,es,679,2.9635287103925183
signal,es,680,2.962715862850342
similar,es,681,2.9611142264203623
patriotic,zh,682,2.959551519695428
feel,zh,683,2.956541951864349
express,es,684,2.9497394105173527
soil,es,685,2.9494321236928966
competitive,zh,686,2.9462701807210037
kitchen,en,687,2.944939067805401
order,en,688,2.9442560587965807
organism,es,689,2.9429618851492805
seven,zh,690,2.9298420548070787
opportunity,es,691,2.928462596794395
hope,nl,692,2.922723825323285
thesis,zh,693,2.921570549778329
browser,zh,694,2.9195382499089226
wait,es,695,2.9178733006695996
last,en,696,2.9163902063650182
act,en,697,2.9123608613433447
cause,es,698,2.9105156515699733
advance,es,699,2.907074561751786
day,en,700,2.9059816673861327
mindset,zh,701,2.905820076276867
achieve,es,702,2.9041892355051084
outbreak,zh,703,2.9029486674945026
hour,es,704,2.881426242268217
handsome,zh,705,2.8809089868780315
count,es,706,2.876646559756444
flu,zh,707,2.875752535346152
double,zh,708,2.8722701179993266
impulse,zh,709,2.867922911505736
verification,zh,710,2.8677526247374807
hold,nl,711,2.866756954369561
concert,es,712,2.864056113723191
mistake,en,713,2.858717076589972
sign,en,714,2.8544857921363147
evaluation,zh,715,2.853792550646268
athletic,es,716,2.8529402317421284
foreigner,zh,717,2.851832628340061
mark,en,718,2.8513319092446903
communication,es,719,2.8502178686626514
reflection,es,720,2.8495490476759158
physical,es,721,2.8479192898895036
belong,nl,722,2.846969707435864
grandmother,es,723,2.8460844290852108
collapse,zh,724,2.8460084102229755
house,nl,725,2.842057817732575
key,zh,726,2.839524627942523
controller,es,727,2.8378602835194906
bitter,zh,728,2.836791283872243
amazon,en,729,2.8340389659055987
dress,en,730,2.8340212308135198
civilization,zh,731,2.831932519201204
recently,en,732,2.8316110611185445
film,zh,733,2.8296767537079752
remove,es,734,2.8290493001149075
cast,en,735,2.8278770780275626
sick,en,736,2.8272944637784856
chat,zh,737,2.8264139214805977
friend,es,738,2.8195627401564862
act,es,739,2.8096241820915266
cross,en,740,2.808008060239835
component,nl,741,2.806770177231883
settle,en,742,2.8029946001790087
system,zh,743,2.802756275300301
forest,nl,744,2.8027481067789464
dinner,en,745,2.8021793477529005
expensive,zh,746,2.7933821114553985
dissatisfaction,zh,747,2.791897458115913
heavy,nl,748,2.7907166580647984
lottery,es,749,2.787664779883395
underwear,zh,750,2.785985071164452
listen,es,751,2.7811481429255958
insight,nl,752,2.7808047629491024
friend,zh,753,2.7771359959573196
hiking,nl,754,2.775172202240371
encouraging,zh,755,2.7712545710944996
laugh,zh,756,2.7710453687895256
will,nl,757,2.770069820173066
night,es,758,2.7698478695487574
mother,es,759,2.76836453237652
sharp,nl,760,2.7633715811186375
hard,zh,761,2.7578834733769493
shopping,en,762,2.7556606777428065
angry,zh,763,2.7531383774355795
yesterday,nl,764,2.752956329837525
pack,en,765,2.7514975273255615
faint,zh,766,2.7494498034283237
chain,es,767,2.7479178280429255
professor,es,768,2.745230691293599
daughter,nl,769,2.742530428759857
health,es,770,2.7423421174201605
stick,es,771,2.741150100179038
head,en,772,2.737734121277566
dam,nl,773,2.736478833629722
peace,es,774,2.7361433527246173
transformation,zh,775,2.7358969047117045
bank,nl,776,2.734408943320865
congratulation,es,777,2.7326728071603603
costume,es,778,2.7320351866358368
stupid,zh,779,2.731080729275127
hesitation,zh,780,2.731058949483167
municipal,es,781,2.7252875166751087
bear,en,782,2.7245146868283503
investment,zh,783,2.7243218568369345
class,es,784,2.723749809459837
room,en,785,2.7094784782666768
qualification,zh,786,2.7077309510994656
critic,es,787,2.706314633326464
spring,nl,788,2.7050140085067955
guest,nl,789,2.70500072465033
logic,zh,790,2.7007360073470643
bias,zh,791,2.69753945928523
precious,es,792,2.6973901281900172
sleepy,zh,793,2.696866564626067
send,en,794,2.6921941984302316
husband,en,795,2.690661357347422
unit,zh,796,2.6895304252473813
silver,es,797,2.686173622118936
crew,en,798,2.6847950601761257
gradually,zh,799,2.684157646759275
satisfaction,zh,800,2.681274660618417
pop,en,801,2.680946136271452
bright,en,802,2.679962813436875
tiny,en,803,2.679571721177688
layer,zh,804,2.6785172963816914
election,es,805,2.6740573404432513
mature,zh,806,2.6708327680523745
list,en,807,2.670160219975969
observation,zh,808,2.6699621183664273
import,es,809,2.668429542573676
guarantee,zh,810,2.6680223426419754
publish,es,811,2.6641769582570904
player,es,812,2.662191582710138
despise,zh,813,2.6619233941723524
date,en,814,2.6613349877225705
challenge,en,815,2.6593695474203067
memorial,zh,816,2.6592758712636106
union,es,817,2.6573631475657695
traditional,zh,818,2.6557888759761865
object,es,819,2.6549896722064297
stamp,nl,820,2.653221146637952
recipe,en,821,2.6519521736869405
past,zh,822,2.646156058737023
smile,es,823,2.639809978966084
morning,es,824,2.639071850671202
walk,nl,825,2.6317945739063524
triumph,es,826,2.6307723468716184
rate,en,827,2.6273355332981954
bet,en,828,2.6272402649706486
fruit,zh,829,2.626821347615146
southern,zh,830,2.6262427220647893
claim,en,831,2.6250003388638077
planet,es,832,2.6241884856531614
fit,nl,833,2.622669529084382
pit,zh,834,2.62087526415939
strong,zh,835,2.616275876491749
faculty,es,836,2.615675781947776
maintenance,zh,837,2.614444335082211
evening,nl,838,2.613928132180984
grace,es,839,2.6125570709027377
expression,zh,840,2.611147528084242
escape,es,841,2.610990477872668
attitude,zh,842,2.6075959507723496
positive,nl,843,2.6065837766874322
solidarity,es,844,2.606484508187394
group,es,845,2.6057318238784957
intention,es,846,2.6047493716321934
cheese,en,847,2.6039792766214394
perfect,en,848,2.60148903876282
provide,en,849,2.5992421512198356
phenomenon,zh,850,2.596855856394465
hurt,en,851,2.596787539543358
mutual,zh,852,2.5958531023555484
preschool,zh,853,2.5955856790550245
fair,en,854,2.5935896107057403
together,nl,855,2.592446326768081
war,es,856,2.5906006109819373
eliminate,es,857,2.586626190223242
highlight,es,858,2.5846862950617777
incense,zh,859,2.583994680681283
vice,es,860,2.5829706252213795
waste,zh,861,2.578734896146718
total,es,862,2.5748075035478446
industry,zh,863,2.572526277476795
team,en,864,2.571041261330654
declare,es,865,2.5697348620647142
gear,en,866,2.5663597499509154
slim,nl,867,2.566295184026914
less,nl,868,2.5606283284818856
tire,zh,869,2.5555643434797912
salary,es,870,2.555141462195846
notebook,zh,871,2.554666901649777
support,es,872,2.5544440203037158
analysis,zh,873,2.5527058772862197
medicine,zh,874,2.550912034360505
confirm,es,875,2.5493590739495637
press,es,876,2.548487063893261
view,nl,877,2.546945684601199
catastrophe,zh,878,2.546170246597199
